SUBCAT,DESCRICAO,CAT,DESC_CAT,capitulo_cod,capitulo_desc,cap_cod
M660,Ruptura de cisto poplíteo,M66,Ruptura espontânea de sinóvia e de tendão,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M661,Ruptura de sinóvia,M66,Ruptura espontânea de sinóvia e de tendão,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M662,Ruptura espontânea de tendões extensores,M66,Ruptura espontânea de sinóvia e de tendão,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M663,Ruptura espontânea de tendões flexores,M66,Ruptura espontânea de sinóvia e de tendão,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M664,Ruptura espontânea de outros tendões,M66,Ruptura espontânea de sinóvia e de tendão,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M665,Ruptura espontânea de tendões não especificados,M66,Ruptura espontânea de sinóvia e de tendão,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M670,Tendão de Aquiles curto (adquirido),M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M671,Outra contratura de tendão (bainha),M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M672,Hipertrofia sinovial não classificada em outra parte,M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M673,Sinovite transitória,M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M674,Gânglios,M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M678,Outros transtornos especificados da sinóvia e do tendão,M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M679,Transtorno não especificado da sinóvia e do tendão,M67,Outros transtornos das sinóvias e dos tendões,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M680,Sinovite e tenossinovite em doenças bacterianas classificadas em outra parte,M68,Transtorno de sinóvias e de tendões em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M688,Outros transtornos de sinóvias e de tendões em doenças classificadas em outra parte,M68,Transtorno de sinóvias e de tendões em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M700,Sinovite crepitante crônica da mão e do punho,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M701,Bursite da mão,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M702,Bursite do olécrano,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M703,Outras bursites do cotovelo,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M704,Bursite pré-patelar,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M705,Outras bursites do joelho,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M706,Bursite trocantérica,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M707,Outras bursites do quadril,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M708,"Outros transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M709,"Transtorno não especificado dos tecidos moles relacionados com o uso, uso excessivo e pressão",M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M710,Abscesso de bolsa sinovial,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M711,Outras bursites infecciosas,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M712,Cisto sinovial do espaço poplíteo [Baker],M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M713,Outros cistos de bolsa sinovial,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M714,Depósito de cálcio em bolsa sinovial,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M715,Outras bursites não classificadas em outra parte,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M718,Outras bursopatias especificadas,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M719,Bursopatia não especificada,M71,Outras bursopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M720,Fibromatose de fáscia palmar [Dupuytren],M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M721,Coxins interfalângicos (nó dos dedos),M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M722,Fibromatose da fáscia plantar,M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M724,Fibromatose pseudossarcomatosa,M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M726,Fasciíte necrosante,M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M728,Outros transtornos fibroblásticos,M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M729,Transtorno fibroblástico não especificado,M72,Transtornos fibroblásticos,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M730,Bursite gonocócica,M73,Transtornos dos tecidos moles em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M731,Bursite sifilítica,M73,Transtornos dos tecidos moles em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M738,Outros transtornos dos tecidos moles em outras doenças classificadas em outra parte,M73,Transtornos dos tecidos moles em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M750,Capsulite adesiva do ombro,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M751,Síndrome do manguito rotador,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M752,Tendinite bicepital,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M753,Tendinite calcificante do ombro,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M754,Síndrome de colisão do ombro,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M755,Bursite do ombro,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M758,Outras lesões do ombro,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M759,Lesão não especificada do ombro,M75,Lesões do ombro,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M760,Tendinite glútea,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M761,Tendinite do psoas,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M762,Esporão da crista ilíaca,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M763,Síndrome da faixa iliotibial,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M764,Bursite tibial colateral [Pellegrini-Stieda],M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M765,Tendinite patelar,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M766,Tendinite aquileana,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M767,Tendinite do perôneo,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M768,"Outras entesopatias do membro inferior, excluindo o pé",M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M769,Entesopatia do membro inferior não especificada,M76,"Entesopatias dos membros inferiores, excluindo pé",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M770,Epicondilite medial,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M771,Epicondilite lateral,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M772,Periartrite do punho,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M773,Esporão do calcâneo,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M774,Metatarsalgia,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M775,Outra entesopatia do pé,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M778,Outras entesopatias não classificadas em outra parte,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M779,Entesopatia não especificada,M77,Outras entesopatias,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M790,Reumatismo não especificado,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M791,Mialgia,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M792,Nevralgia e neurite não especificadas,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M793,Paniculite não especificada,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M794,Hipertrofia do coxim gorduroso (infrapatelar),M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M795,Corpo estranho residual no tecido mole,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M796,Dor em membro,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M797,Fibromialgia,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M798,Outros transtornos especificados dos tecidos moles,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M799,Transtorno dos tecidos moles não especificado,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte",13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M800,Osteoporose pós-menopáusica com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M801,Osteoporose pós-ooforectomia com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M802,Osteoporose de desuso com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M803,Osteoporose por má-absorção pós-cirúrgica com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M804,Osteoporose induzida por drogas com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M805,Osteoporose idiopática com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M808,Outras osteoporoses com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M809,Osteoporose não especificada com fratura patológica,M80,Osteoporose com fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M810,Osteoporose pós-menopáusica,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M811,Osteoporose pós-ooforectomia,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M812,Osteoporose de desuso,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M813,Osteoporose devida à má-absorção pós-cirúrgica,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M814,Osteoporose induzida por drogas,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M815,Osteoporose idiopática,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M816,Osteoporose localizada [Lequesne],M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M818,Outras osteoporoses,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M819,Osteoporose não especificada,M81,Osteoporose sem fratura patológica,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M820,Osteoporose na mielomatose múltipla,M82,Osteoporose em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M821,Osteoporose em distúrbios endócrinos,M82,Osteoporose em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M828,Osteoporose em outras doenças classificadas em outra parte,M82,Osteoporose em doenças classificadas em outra parte,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M830,Osteomalácia puerperal,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M831,Osteomalácia senil,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M832,Osteomalácia do adulto devida a má-absorção,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M833,Osteomalácia do adulto devido à desnutrição,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M834,Doença óssea pelo alumínio,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M835,Outras osteomalácias do adulto induzidas por drogas,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M838,Outra osteomalácia do adulto,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M839,Osteomalácia não especificada do adulto,M83,Osteomalácia do adulto,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M840,Defeito de consolidação da fratura,M84,Transtornos da continuidade do osso,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M841,Ausência de consolidação da fratura [pseudo-artrose],M84,Transtornos da continuidade do osso,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M842,Atraso de consolidação de fratura,M84,Transtornos da continuidade do osso,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
M843,"Fratura de fadiga (""stress"") não classificada em outra parte",M84,Transtornos da continuidade do osso,13,XIII.Doenças sist osteomuscular e tec conjuntivo,XIII
